YYYY-MM-DDTHH:MM:SS.S (UTC),Preferred Latitude,Preferred Longitude,Depth (km),Method,Magnitude,Strike,Dip,Rake,Err
2019-08-12T03:42:36.830000Z,-42.867883,171.620426,8.05,HypoDD,1,NA,NA,NA,NA
2019-08-12T14:44:44.990000Z,-42.863985,171.616243,7.782,HypoDD,0.62,NA,NA,NA,NA
2019-08-12T15:33:36.390000Z,-42.906905,171.541846,9.469,HypoDD,0.43,NA,NA,NA,NA
2019-08-12T16:28:50.970000Z,-42.867415,171.618099,7.82,HypoDD,0.97,NA,NA,NA,NA
2019-08-12T17:21:27.200000Z,-42.887455,171.685693,10.302,HypoDD,1.31,54.85487,66.65795,89.81803,28.6879920980118
2019-08-12T18:30:05.960000Z,-42.615002,171.877279,9.132,HypoDD,0.98,NA,NA,NA,NA
2019-08-12T18:54:24.980000Z,-42.907987,171.827425,12.756,HypoDD,0.98,NA,NA,NA,NA
2019-08-12T20:15:21.120000Z,-42.757694,171.793799,9.985,HypoDD,0.76,NA,NA,NA,NA
2019-08-12T22:55:10.488480Z,-42.951302,171.502168,5.891,NonLinLoc,0.78,NA,NA,NA,NA
2019-08-13T05:51:52.090000Z,-42.710722,171.829574,11.136,HypoDD,1.32,179.3595,75.67166,-0.51251,28.2001076746326
2019-08-13T12:11:29.040000Z,-42.865706,171.617383,8.313,HypoDD,2.69,284.2948,36.65283,-128.78,28.1206654967861
2019-08-14T05:37:49.070000Z,-42.866239,171.619938,8.462,HypoDD,2.62,230.2643,72.70346,145.1466,26.2004593960421
2019-08-14T14:06:53.960000Z,-42.863936,171.619482,8.779,HypoDD,0.52,NA,NA,NA,NA
2019-08-14T20:25:24.020000Z,-42.865198,171.619206,8.369,HypoDD,0.67,NA,NA,NA,NA
2019-08-15T01:42:03.770000Z,-42.701233,171.794873,9.57,HypoDD,0.64,NA,NA,NA,NA
2019-08-15T15:46:58.650000Z,-42.760156,171.481999,6.311,HypoDD,0.07,NA,NA,NA,NA
2019-08-15T19:56:42.700000Z,-42.75887,171.481543,6.192,HypoDD,0.54,NA,NA,NA,NA
2019-08-15T21:28:36.240000Z,-42.76617,171.672201,9.683,HypoDD,0.92,270.7654,48.61349,-171.341,29.0491568062401
2019-08-17T00:28:14.980000Z,-42.702527,171.972689,14.602,HypoDD,1.39,52.95561,80.3265,174.7343,31.7194262449322
2019-08-17T17:12:14.300000Z,-42.760897,171.748454,4.3,HypoDD,0.32,NA,NA,NA,NA
2019-08-18T01:14:03.380000Z,-42.749076,171.720687,8.312,HypoDD,0.49,NA,NA,NA,NA
2019-08-18T11:39:55.550000Z,-42.742399,171.705469,7.74,HypoDD,0.11,NA,NA,NA,NA
2019-08-18T22:39:27.960000Z,-42.796741,171.647656,7.281,HypoDD,0.6,NA,NA,NA,NA
2019-08-18T22:51:57.914783Z,-42.756634,171.588987,-1.957,NonLinLoc,0.54,NA,NA,NA,NA
2019-08-18T23:50:19.923253Z,-42.765624,171.634553,7.669,NonLinLoc,0.41,NA,NA,NA,NA
2019-08-19T01:10:45.020000Z,-42.797233,171.689242,4.716,HypoDD,0.24,NA,NA,NA,NA
2019-08-19T08:41:11.040000Z,-42.722831,171.744027,7.114,HypoDD,0.23,NA,NA,NA,NA
2019-08-19T08:55:57.250000Z,-42.770972,171.68138,9.671,HypoDD,0.27,NA,NA,NA,NA
2019-08-19T16:27:50.880000Z,-42.637154,171.421663,9.603,HypoDD,0.82,NA,NA,NA,NA
2019-08-20T08:47:10.140000Z,-42.767635,171.746322,8.573,HypoDD,1.52,143.6491,80.42802,-14.7667,27.8571527165351
2019-08-20T14:03:46.780000Z,-42.715503,171.755013,8.543,HypoDD,0.22,NA,NA,NA,NA
2019-08-21T03:13:13.780000Z,-42.720605,171.655241,12.826,HypoDD,0.96,NA,NA,NA,NA
2019-08-21T08:49:54.820000Z,-42.800753,171.677409,9.035,HypoDD,0.17,NA,NA,NA,NA
2019-08-22T03:57:39.726796Z,-42.692596,171.635469,6.672,NonLinLoc,0.4,NA,NA,NA,NA
2019-08-22T09:39:03.980000Z,-42.638595,171.424756,10.023,HypoDD,0.58,NA,NA,NA,NA
2019-08-22T12:35:03.043812Z,-42.739579,171.599499,2.423,NonLinLoc,0.26,NA,NA,NA,NA
2019-08-23T09:05:43.660551Z,-42.884007,171.483453,-1.22,NonLinLoc,0.5,NA,NA,NA,NA
2019-08-24T04:43:02.700000Z,-42.849776,171.585856,10.577,HypoDD,0.32,NA,NA,NA,NA
2019-08-24T10:00:42.910000Z,-42.735881,171.706966,7.908,HypoDD,0.27,NA,NA,NA,NA
2019-08-24T11:27:18.967061Z,-42.581166,171.608297,-1.133,NonLinLoc,0.25,NA,NA,NA,NA
2019-08-24T12:06:01.350000Z,-42.922917,171.526123,10.216,HypoDD,0.45,NA,NA,NA,NA
2019-08-24T13:25:36.830000Z,-42.782996,171.594059,10.656,HypoDD,0.35,NA,NA,NA,NA
2019-08-24T19:20:05.120000Z,-42.635518,171.398503,10.141,HypoDD,0.77,145.3295,62.75524,27.35317,27.3121318792511
2019-08-25T04:50:00.180000Z,-42.894055,171.695671,10.082,HypoDD,1.36,327.7046,53.24579,72.2866,31.7999507333618
2019-08-25T05:02:04.950000Z,-42.744718,171.806201,11.38,HypoDD,0.68,NA,NA,NA,NA
2019-08-25T11:44:14.760000Z,-42.72463,171.748096,7.93,HypoDD,0.84,285.8323,73.72898,-167.114,26.9085978198874
2019-08-25T13:09:40.650000Z,-42.938521,171.569141,10.259,HypoDD,1.26,NA,NA,NA,NA
2019-08-25T15:54:41.910000Z,-42.669116,171.923975,14.847,HypoDD,0.62,NA,NA,NA,NA
2019-08-25T21:52:46.340000Z,-42.706791,171.671029,6.669,HypoDD,0.53,NA,NA,NA,NA
2019-08-26T00:36:44.426448Z,-42.729351,171.758862,5.761,NonLinLoc,0.3,NA,NA,NA,NA
2019-08-26T15:31:25.971625Z,-42.654271,171.907431,9.88,NonLinLoc,1.1,NA,NA,NA,NA
2019-08-27T20:53:55.320000Z,-42.609074,171.899023,10.298,HypoDD,1.34,180.4717,83.55774,-3.63958,30.2464377583636
2019-08-28T07:06:32.640000Z,-42.793835,171.410368,8.333,HypoDD,1.47,NA,NA,NA,NA
2019-08-29T09:45:23.080000Z,-42.793538,171.483724,5.947,HypoDD,0.51,185.805,88.39256,-33.5096,30.4227445669899
2019-08-30T02:39:47.890000Z,-42.7696,171.662028,4.093,HypoDD,0.54,NA,NA,NA,NA
2019-08-30T19:52:06.660000Z,-42.738717,171.54458,5.893,HypoDD,0.44,NA,NA,NA,NA
2019-08-30T22:57:23.960000Z,-42.77078,171.666439,3.972,HypoDD,1.37,180.2645,75.27729,19.82939,30.5632182931856
2019-08-30T23:15:04.900000Z,-42.771741,171.674349,3.831,HypoDD,0.31,NA,NA,NA,NA
2019-08-31T07:29:45.030000Z,-42.895064,171.688981,11.667,HypoDD,0.68,NA,NA,NA,NA
2019-08-31T08:15:05.100000Z,-42.899341,171.687305,10.513,HypoDD,1.52,239.0722,67.62272,169.6361,27.6843620073302
2019-08-31T11:29:02.780000Z,-42.706763,171.860026,10.079,HypoDD,0.29,NA,NA,NA,NA
2019-08-31T17:06:05.080000Z,-42.770634,171.687777,2.628,HypoDD,0.12,NA,NA,NA,NA
2019-08-31T21:47:43.040000Z,-42.915987,171.827507,13.677,HypoDD,1.3,230.0417,82.36958,-161.844,28.1871006840082
2019-09-01T04:01:04.780000Z,-42.755469,171.67972,11.698,HypoDD,0.92,235.9805,32.00697,133.1478,30.9627674668372
2019-09-01T08:32:16.920000Z,-42.796554,171.844466,14.359,HypoDD,0.72,NA,NA,NA,NA
2019-09-01T09:46:12.920000Z,-42.766976,171.481152,6.483,HypoDD,0.53,349.5396,86.85009,26.22219,27.5671987916418
2019-09-01T13:01:10.000000Z,-42.663416,171.210319,24.108,HypoDD,1.27,306.28,26.46821,178.6427,29.2479541017108
2019-09-01T16:32:36.840000Z,-42.761214,171.483187,5.675,HypoDD,0.4,NA,NA,NA,NA
2019-09-01T19:33:05.860000Z,-42.773519,171.673893,4.129,HypoDD,0.08,NA,NA,NA,NA
2019-09-02T02:17:00.100000Z,-42.638578,171.94445,10.711,HypoDD,0.64,NA,NA,NA,NA
2019-09-02T02:20:10.400000Z,-42.752352,171.761051,6.797,HypoDD,0.92,NA,NA,NA,NA
2019-09-03T01:26:04.130000Z,-42.827865,171.861947,9.304,HypoDD,1.15,184.6117,86.49481,-54.3263,30.2583748296641
2019-09-03T14:34:48.220000Z,-42.756604,171.800391,10.259,HypoDD,1.65,244.8095,68.45148,-177.572,30.4339210141929
2019-09-03T14:37:49.020000Z,-42.758024,171.797884,10.681,HypoDD,0.73,NA,NA,NA,NA
2019-09-03T14:57:42.000000Z,-42.758223,171.795964,9.81,HypoDD,1.07,NA,NA,NA,NA
2019-09-03T21:08:50.594422Z,-42.694297,171.5626,0.168,NonLinLoc,0.45,NA,NA,NA,NA
2019-09-04T06:45:57.900000Z,-42.714681,171.694629,6.949,HypoDD,1.35,359.0956,80.80646,-3.33342,28.1610554772351
2019-09-04T20:49:04.920000Z,-42.775057,171.651904,8.528,HypoDD,0.39,NA,NA,NA,NA
2019-09-05T01:43:14.277012Z,-42.718428,171.720215,7.127,NonLinLoc,1.65,263.5628,26.32033,-179.526,30.0328741156608
2019-09-05T13:07:52.780000Z,-42.68269,171.732829,9.497,HypoDD,1.31,106.8386,72.97073,145.652,28.6412737637943
2019-09-05T18:14:04.836613Z,-42.630861,171.715522,5.046,NonLinLoc,1.32,NA,NA,NA,NA
2019-09-06T09:33:06.350821Z,-42.694926,171.59918,3.29,NonLinLoc,0.26,NA,NA,NA,NA
2019-09-06T09:39:33.600000Z,-42.932153,171.544889,11.461,HypoDD,0.81,NA,NA,NA,NA
2019-09-06T10:51:41.860000Z,-42.616435,171.810954,12.022,HypoDD,1.01,NA,NA,NA,NA
2019-09-06T11:36:20.910000Z,-42.736694,171.69432,8.382,HypoDD,0.29,NA,NA,NA,NA
2019-09-06T13:04:00.950000Z,-42.758118,171.793994,8.492,HypoDD,0.67,NA,NA,NA,NA
2019-09-06T14:56:46.700000Z,-42.747485,171.721891,9.509,HypoDD,0.22,NA,NA,NA,NA
2019-09-06T16:25:24.090000Z,-42.684753,171.92168,11.405,HypoDD,1.74,160.7618,81.29703,9.306146,28.6251219179442
2019-09-07T07:05:15.840000Z,-42.739294,171.712972,7.717,HypoDD,0.24,NA,NA,NA,NA
2019-09-07T11:11:32.429950Z,-42.746091,171.73009,7.192,NonLinLoc,0.55,NA,NA,NA,NA
2019-09-07T14:54:59.110000Z,-42.733317,171.813851,8.99,HypoDD,1.23,145.902,30.09321,37.88962,31.1702101288949
2019-09-08T06:24:57.720000Z,-42.669047,171.837565,10.506,HypoDD,0.51,NA,NA,NA,NA
2019-09-08T09:34:36.060000Z,-42.910238,171.818213,12.928,HypoDD,1.72,NA,NA,NA,NA
2019-09-08T13:42:19.030000Z,-42.67819,171.856608,11.465,HypoDD,1.41,266.6663,73.10245,-165.534,28.5857439036992
2019-09-09T21:34:02.840000Z,-42.714449,171.694727,6.831,HypoDD,0.54,NA,NA,NA,NA
2019-09-10T03:07:00.710000Z,-42.72039,171.792041,9.729,HypoDD,0.92,NA,NA,NA,NA
2019-09-10T04:22:33.658091Z,-42.617347,171.55511,-0.005,NonLinLoc,0.45,NA,NA,NA,NA
2019-09-10T05:12:01.922368Z,-42.64809,171.586482,0.862,NonLinLoc,0.1,NA,NA,NA,NA
2019-09-10T17:41:43.920000Z,-42.69491,171.715885,9.715,HypoDD,0.67,NA,NA,NA,NA
2019-09-10T22:14:37.444454Z,-42.709098,171.888728,5.718,NonLinLoc,0.8,NA,NA,NA,NA
2019-09-11T18:00:54.311936Z,-42.683384,171.662959,9.23,NonLinLoc,0.27,NA,NA,NA,NA
2019-09-13T16:32:24.800000Z,-42.77797,171.608659,7.986,HypoDD,0.74,NA,NA,NA,NA
2019-09-14T06:11:45.980000Z,-42.75684,171.792952,10.266,HypoDD,0.81,NA,NA,NA,NA
2019-09-14T14:56:01.890000Z,-42.725484,171.755745,7.648,HypoDD,0.27,NA,NA,NA,NA
2019-09-14T15:00:28.560000Z,-42.865833,171.617725,8.326,HypoDD,1.03,NA,NA,NA,NA
2019-09-14T19:25:41.880000Z,-42.712675,171.584782,1.887,HypoDD,0.24,NA,NA,NA,NA
2019-09-15T02:34:30.468191Z,-42.963363,171.592992,5.024,NonLinLoc,1.66,NA,NA,NA,NA
2019-09-15T09:35:24.010000Z,-42.912769,171.578353,9.83,HypoDD,0.7,NA,NA,NA,NA
2019-09-15T14:24:07.010000Z,-42.688175,171.917122,12.379,HypoDD,0.89,NA,NA,NA,NA
2019-09-15T17:35:16.660000Z,-42.824984,171.45695,5.86,HypoDD,0.66,NA,NA,NA,NA
2019-09-15T18:30:52.716552Z,-42.686824,171.586214,-1.913,NonLinLoc,0.3,NA,NA,NA,NA
2019-09-15T18:31:44.196384Z,-42.727483,171.764764,4.374,NonLinLoc,0.16,NA,NA,NA,NA
2019-09-16T00:31:15.220000Z,-42.868559,171.613493,7.201,HypoDD,0.63,NA,NA,NA,NA
2019-09-16T09:35:51.325431Z,-43.013712,171.504134,6.585,NonLinLoc,1.87,NA,NA,NA,NA
2019-09-16T09:57:26.990000Z,-42.938424,171.568945,10.294,HypoDD,2.38,159.1577,57.47045,-53.3129,28.6641212637627
2019-09-17T00:01:29.770000Z,-42.93833,171.569027,10.221,HypoDD,0.99,NA,NA,NA,NA
2019-09-17T23:42:08.160000Z,-42.93835,171.569027,10.242,HypoDD,1.95,158.3773,56.89554,-55.1961,30.7063649351228
2019-09-18T02:53:43.980000Z,-42.678707,171.855518,11.129,HypoDD,1.26,195.681,76.48472,15.89965,29.3475751915304
2019-09-18T12:07:15.960000Z,-42.850655,171.603711,7.737,HypoDD,0.84,NA,NA,NA,NA
2019-09-18T12:11:53.030000Z,-42.852262,171.604753,7.741,HypoDD,1.55,247.8551,64.82252,-165.712,28.1612223551979
2019-09-18T18:10:38.580000Z,-42.603251,171.903239,11.059,HypoDD,1.76,203.6365,85.66736,21.12193,30.1350347801551
2019-09-18T19:43:11.920000Z,-42.851554,171.605062,7.913,HypoDD,0.9,NA,NA,NA,NA
2019-09-18T21:12:46.080000Z,-42.636796,171.946501,11.752,HypoDD,1.31,107.5398,64.99896,173.1664,31.0541733057355
2019-09-19T03:19:21.700000Z,-42.725098,171.751563,7.871,HypoDD,0.65,NA,NA,NA,NA
2019-09-19T18:04:13.987536Z,-42.834157,171.610822,7.929,NonLinLoc,0.54,NA,NA,NA,NA
2019-09-20T12:40:34.980000Z,-42.864974,171.618376,8.193,HypoDD,0.71,NA,NA,NA,NA
2019-09-20T23:15:22.080000Z,-42.868669,171.618099,8.307,HypoDD,1.47,87.28666,67.96178,-135.426,29.4573878854512
2019-09-21T01:08:59.020000Z,-42.616691,171.885026,8.464,HypoDD,0.5,NA,NA,NA,NA
2019-09-21T09:29:44.850000Z,-42.800374,171.651823,7.503,HypoDD,0.69,NA,NA,NA,NA
2019-09-21T09:29:45.070000Z,-42.799605,171.651286,7.433,HypoDD,0.44,216.399,59.05644,158.5765,29.0216370856795
2019-09-21T11:18:49.990000Z,-42.888257,171.847249,12.322,HypoDD,0.79,NA,NA,NA,NA
2019-09-21T14:34:40.750000Z,-42.724166,171.809001,5.696,HypoDD,0.63,NA,NA,NA,NA
2019-09-21T18:31:40.960000Z,-42.946932,171.87972,16.079,HypoDD,2.04,NA,NA,NA,NA
2019-09-22T14:30:15.270000Z,-42.911678,171.643408,5.711,HypoDD,1.16,240.7487,42.34486,-119.272,30.3561835101351
2019-09-23T01:43:11.880000Z,-42.706576,171.367139,14.977,HypoDD,3.73,12.21233,38.95063,100.1942,26.9532307880418
2019-09-23T01:55:54.950000Z,-42.708244,171.386019,13.889,HypoDD,1.08,NA,NA,NA,NA
2019-09-23T02:18:10.120000Z,-42.707511,171.387419,13.819,HypoDD,1.2,NA,NA,NA,NA
2019-09-23T02:19:31.210000Z,-42.707682,171.3861,13.84,HypoDD,1.27,NA,NA,NA,NA
2019-09-23T02:31:14.950000Z,-42.70732,171.385954,13.862,HypoDD,1.34,NA,NA,NA,NA
2019-09-23T02:40:33.120000Z,-42.70741,171.386556,13.919,HypoDD,2.16,183.9704,51.89209,81.78731,28.6803519913714
2019-09-23T05:11:14.120000Z,-42.706258,171.382894,13.902,HypoDD,1.63,182.2788,51.97095,78.11057,28.6446066441273
2019-09-23T05:11:20.050000Z,-42.711564,171.387093,14.154,HypoDD,1.12,NA,NA,NA,NA
2019-09-23T09:21:05.110000Z,-42.708427,171.386133,13.856,HypoDD,1.49,16.61507,58.77324,124.0929,31.5667568456919
2019-09-24T04:45:18.130000Z,-42.752478,171.733285,8.914,HypoDD,1.39,NA,NA,NA,NA
2019-09-24T09:18:44.170000Z,-42.707137,171.385482,14.079,HypoDD,4.18,186.3326,51.91274,84.80438,25.4052817137864
2019-09-24T09:23:15.140000Z,-42.706722,171.386214,13.984,HypoDD,2.48,180.5513,52.9521,84.47893,27.7675844545428
2019-09-24T09:25:57.980000Z,-42.704968,171.38125,14.103,HypoDD,1.01,NA,NA,NA,NA
2019-09-24T09:31:37.140000Z,-42.707845,171.384489,13.994,HypoDD,1.76,143.8281,45.8387,44.91651,28.125968242759
2019-09-24T10:05:24.070000Z,-42.708403,171.385156,13.904,HypoDD,1.1,NA,NA,NA,NA
2019-09-24T10:19:23.100000Z,-42.709403,171.384766,13.844,HypoDD,0.85,NA,NA,NA,NA
2019-09-24T10:54:49.130000Z,-42.708997,171.385465,13.903,HypoDD,1.53,18.72155,46.23018,121.1255,28.9939411879171
2019-09-24T11:05:35.710000Z,-42.706669,171.358105,14.235,HypoDD,1.27,178.7054,53.33156,81.22332,27.6660743625832
2019-09-24T11:24:25.080000Z,-42.708488,171.385319,13.823,HypoDD,1.22,NA,NA,NA,NA
2019-09-24T11:44:56.140000Z,-42.708752,171.384782,13.873,HypoDD,1.09,NA,NA,NA,NA
2019-09-24T11:52:34.040000Z,-42.707092,171.384668,13.887,HypoDD,0.59,NA,NA,NA,NA
2019-09-24T13:43:24.140000Z,-42.708769,171.385807,13.974,HypoDD,1.11,NA,NA,NA,NA
2019-09-24T14:04:39.740000Z,-42.713566,171.696533,6.874,HypoDD,0.29,NA,NA,NA,NA
2019-09-24T14:46:52.090000Z,-42.707959,171.385872,13.899,HypoDD,1.37,10.93827,38.42614,98.83656,29.3975275810322
2019-09-24T14:54:49.110000Z,-42.706803,171.384896,13.926,HypoDD,1.14,159.9857,50.4337,62.40007,30.085187992432
2019-09-24T14:58:01.050000Z,-42.710978,171.386377,13.903,HypoDD,0.64,NA,NA,NA,NA
2019-09-24T15:42:34.740000Z,-42.705888,171.357796,14.243,HypoDD,2.4,185.6412,51.7548,82.82961,25.3544271134394
2019-09-24T16:10:12.230000Z,-42.704822,171.390218,13.747,HypoDD,2.99,186.2727,52.81353,84.57348,25.3556399005627
2019-09-24T20:39:39.200000Z,-42.704659,171.388053,13.893,HypoDD,2.21,180.9372,52.68594,85.63197,29.2329879913101
2019-09-24T20:43:44.200000Z,-42.704159,171.386979,13.836,HypoDD,2.53,14.00578,39.31806,102.2123,26.9502072934809
2019-09-25T01:03:06.970000Z,-42.854431,171.606185,7.934,HypoDD,1.42,NA,NA,NA,NA
2019-09-25T10:51:42.020000Z,-42.699561,171.392952,13.699,HypoDD,0.7,NA,NA,NA,NA
2019-09-25T11:08:54.130000Z,-42.70837,171.383936,13.991,HypoDD,1.19,NA,NA,NA,NA
2019-09-25T11:29:09.200000Z,-42.707129,171.385303,13.937,HypoDD,3.44,19.51172,60.60699,126.0339,28.1470466721873
2019-09-25T11:31:26.110000Z,-42.709591,171.385905,13.954,HypoDD,0.98,NA,NA,NA,NA
2019-09-25T16:30:35.140000Z,-42.716915,171.40363,12.18,HypoDD,0.41,NA,NA,NA,NA
2019-09-25T21:21:18.960000Z,-42.858809,171.610352,6.338,HypoDD,0.63,NA,NA,NA,NA
2019-09-26T05:14:23.970000Z,-42.706954,171.660791,7.623,HypoDD,0.49,NA,NA,NA,NA
2019-09-26T07:20:25.000000Z,-42.707926,171.665527,7.659,HypoDD,0.36,NA,NA,NA,NA
2019-09-26T08:26:32.980000Z,-42.708765,171.665951,7.783,HypoDD,0.87,NA,NA,NA,NA
2019-09-26T09:34:46.890000Z,-42.709916,171.665234,7.309,HypoDD,0.18,NA,NA,NA,NA
2019-09-26T20:44:03.060000Z,-42.709066,171.671631,7.11,HypoDD,0.97,NA,NA,NA,NA
2019-09-26T22:52:29.960000Z,-42.708061,171.665934,7.798,HypoDD,1.49,NA,NA,NA,NA
2019-09-27T07:38:39.380000Z,-42.978918,171.766357,4.98,HypoDD,1.14,NA,NA,NA,NA
2019-09-27T12:17:16.970000Z,-42.708085,171.372559,14.087,HypoDD,4.11,178.6443,52.97065,81.14908,26.8582536207078
2019-09-27T12:19:54.730000Z,-42.706201,171.358903,14.379,HypoDD,1.57,13.64704,37.58388,102.046,27.6704677470805
2019-09-27T13:29:46.170000Z,-42.705326,171.392204,13.092,HypoDD,1.02,NA,NA,NA,NA
2019-09-27T16:30:22.860000Z,-42.704484,171.36639,13.91,HypoDD,2.93,178.1322,52.80059,79.95206,27.6839714516211
2019-09-27T17:29:27.000000Z,-42.68029,171.857536,10.771,HypoDD,1.31,172.9146,78.0593,-16.0013,28.697911701975
2019-09-28T05:08:14.080000Z,-42.704924,171.389502,13.491,HypoDD,1.18,NA,NA,NA,NA
2019-09-28T07:26:16.840000Z,-42.890076,171.666325,10.904,HypoDD,1.13,NA,NA,NA,NA
2019-09-28T14:50:00.020000Z,-42.708301,171.665951,7.885,HypoDD,1.44,NA,NA,NA,NA
2019-09-28T23:07:44.900000Z,-42.711247,171.368099,14.135,HypoDD,3.34,178.9036,52.64728,81.85558,27.6694066375582
2019-09-29T14:07:39.740000Z,-42.705021,171.357812,14.025,HypoDD,2.59,359.3756,17.62544,99.35526,28.7663464386905
2019-09-30T06:25:43.790000Z,-42.762528,171.484749,5.805,HypoDD,1.09,NA,NA,NA,NA
2019-09-30T06:25:47.970000Z,-42.764779,171.480713,6.358,HypoDD,1.27,NA,NA,NA,NA
2019-09-30T12:35:15.766473Z,-42.73416,171.718744,8.211,NonLinLoc,1.52,218.4929,58.83391,107.9411,29.6530538208252
2019-09-30T13:17:46.940000Z,-42.63324,171.826628,9.83,HypoDD,0.56,NA,NA,NA,NA
2019-09-30T22:42:54.000000Z,-42.705355,171.886214,7.018,HypoDD,1.68,NA,NA,NA,NA
2019-10-01T07:47:43.246536Z,-42.733809,171.712618,7.843,NonLinLoc,0.49,NA,NA,NA,NA
2019-10-02T11:46:51.070000Z,-42.896916,171.837842,11.782,HypoDD,0.96,NA,NA,NA,NA
2019-10-02T12:13:13.960000Z,-42.759937,171.480485,7.254,HypoDD,0.79,NA,NA,NA,NA
2019-10-02T21:09:10.900000Z,-42.644926,171.948747,11.743,HypoDD,0.91,NA,NA,NA,NA
2019-10-03T01:20:14.890000Z,-42.720243,171.959131,3.643,HypoDD,0.92,NA,NA,NA,NA
2019-10-03T14:17:34.690000Z,-42.67406,171.710612,9.21,HypoDD,0.32,NA,NA,NA,NA
2019-10-04T20:48:41.686618Z,-42.670878,171.394019,6.975,NonLinLoc,0.96,NA,NA,NA,NA
2019-10-05T05:34:17.790000Z,-42.708085,171.363623,13.876,HypoDD,2.63,178.0575,52.93439,80.17773,27.6485082588854
2019-10-05T19:54:59.840000Z,-42.7146,171.695247,6.865,HypoDD,0.67,NA,NA,NA,NA
2019-10-05T20:06:22.080000Z,-42.773726,171.944661,8.006,HypoDD,0.56,NA,NA,NA,NA
2019-10-06T03:44:36.920000Z,-42.780937,171.394141,10.47,HypoDD,0.57,NA,NA,NA,NA
2019-10-06T06:21:00.840000Z,-42.721342,171.742139,6.733,HypoDD,0.51,NA,NA,NA,NA
2019-10-07T12:18:22.040000Z,-42.674845,171.898063,11.019,HypoDD,0.71,NA,NA,NA,NA
2019-10-07T23:52:28.280000Z,-42.75603,171.719645,8.855,HypoDD,1.32,293.3051,88.27964,-155.145,27.785980492968
2019-10-08T08:15:17.950000Z,-42.923031,171.81984,12.892,HypoDD,1.78,170.0254,41.71981,51.04305,30.0447247527913
2019-10-08T21:15:32.000000Z,-42.677559,171.855306,11.652,HypoDD,1.06,NA,NA,NA,NA
2019-10-09T22:38:12.960000Z,-42.86543,171.619108,8.343,HypoDD,1.21,NA,NA,NA,NA
2019-10-10T11:45:54.110000Z,-42.776815,171.727083,5.867,HypoDD,0.28,NA,NA,NA,NA
2019-10-10T14:51:26.460000Z,-42.764974,171.730778,2.361,HypoDD,1.67,185.1496,35.87167,38.59664,26.3152078797508
2019-10-10T16:07:53.340142Z,-42.746573,171.81542,0.515,NonLinLoc,0.46,NA,NA,NA,NA
2019-10-11T16:37:58.140000Z,-42.884005,171.714046,11.253,HypoDD,0.9,NA,NA,NA,NA
2019-10-12T07:34:16.864811Z,-42.736139,171.676308,8.363,NonLinLoc,0.21,NA,NA,NA,NA
2019-10-12T12:30:03.040000Z,-42.779378,171.618066,7.863,HypoDD,0.28,NA,NA,NA,NA
2019-10-12T15:01:10.030000Z,-42.689083,171.834391,10.957,HypoDD,0.82,169.6496,74.23352,-14.7592,27.9823905991285
2019-10-12T16:13:26.970000Z,-42.885616,171.66805,11.446,HypoDD,0.76,NA,NA,NA,NA
2019-10-12T19:42:30.200000Z,-42.678153,171.83488,12.695,HypoDD,0.51,NA,NA,NA,NA
2019-10-13T04:47:36.070000Z,-42.778398,171.606771,6.833,HypoDD,0.25,NA,NA,NA,NA
2019-10-13T21:07:07.920000Z,-42.709391,171.370785,13.913,HypoDD,1.59,170.5201,54.06247,69.48679,29.4128873295709
2019-10-13T21:50:56.420000Z,-42.673246,171.858171,10.814,HypoDD,0.49,NA,NA,NA,NA
2019-10-14T13:29:23.880000Z,-42.764001,171.640739,7.847,HypoDD,0.49,NA,NA,NA,NA
2019-10-14T15:04:49.000000Z,-42.650802,171.21805,23.415,HypoDD,1.11,NA,NA,NA,NA
2019-10-14T15:31:08.662509Z,-42.844885,171.489853,5.501,NonLinLoc,1.02,NA,NA,NA,NA
2019-10-14T16:15:05.586336Z,-42.758224,171.471351,7.236,NonLinLoc,0.15,NA,NA,NA,NA
2019-10-15T17:43:44.720000Z,-42.695719,171.877148,10.145,HypoDD,0.88,202.2819,80.04571,-10.3106,29.771195277899
2019-10-15T20:30:23.160000Z,-42.772196,171.673747,7.747,HypoDD,0.87,253.2954,46.88859,-169.552,29.0880614482634
2019-10-15T23:34:30.980000Z,-42.889299,171.639665,11.903,HypoDD,0.56,NA,NA,NA,NA
2019-10-16T07:42:39.738341Z,-42.876165,171.629201,8.71,NonLinLoc,0.35,NA,NA,NA,NA
2019-10-16T22:36:49.080000Z,-42.772506,171.678402,7.934,HypoDD,0.46,NA,NA,NA,NA
2019-10-17T10:49:23.960000Z,-42.70944,171.373177,13.922,HypoDD,3.79,169.8325,54.38337,68.92555,26.0049103259958
2019-10-17T11:36:33.100000Z,-42.710213,171.385042,13.893,HypoDD,1.35,22.84632,62.92529,119.4188,29.0835918318359
2019-10-17T12:21:29.920000Z,-42.718807,171.391748,14.374,HypoDD,0.54,NA,NA,NA,NA
2019-10-17T16:32:26.000000Z,-42.710905,171.372428,14.042,HypoDD,1.61,170.3391,54.03595,69.72482,26.8128432329333
2019-10-17T21:52:39.080000Z,-42.709481,171.383008,13.844,HypoDD,1.91,NA,NA,NA,NA
2019-10-18T14:16:22.692581Z,-42.906615,171.921289,10.748,NonLinLoc,1.32,NA,NA,NA,NA
2019-10-19T02:48:53.214002Z,-42.745388,171.717836,5.414,NonLinLoc,-0.04,NA,NA,NA,NA
